record_id,field,value,language,status,source_url,checked_on,note
493,library,Bibliotheca Sefarad,,pending,,,
494,library,Benediktinerinnenkloster St. Johann,,pending,,,
495,library,Archivio parrocchiale,,pending,,,
496,library,Abbaye de la Fille-Dieu Romont,,pending,,,
497,library,Mémoires d'Ici,,pending,,,
498,library,Abbaye de Saint-Maurice,,pending,,,
499,library,Chesa Planta Samedan,,pending,,,
500,library,Konzernarchiv Georg Fischer AG,,pending,,,
501,library,Dorfarchiv Sils i.E. / Segl,,pending,,,
502,library,Staatsarchiv,,pending,,,
503,library,Archivio parrocchiale,,pending,,,
504,library,Gemeindearchiv Urnäsch,,pending,,,
505,library,Musée historique de Vevey,,pending,,,
506,library,Dokumentationsstelle Oberer Zürichsee,,pending,,,
507,library,Braginsky Collection,,pending,,,
508,library,Schweizerisches Nationalmuseum,,pending,,,
509,library,Lehigh University Digital Library,,pending,,,
510,library,New College of Florida,,pending,,,
511,library,"Columbia University, Rare Book and Manuscript Library",,pending,,,
512,library,Free Library of Philadelphia,,pending,,,
513,library,"University of California, Berkeley",,pending,,,
515,library,Harvard University,,pending,,,First name-review batch; verify the holding institution and access-point scope.
516,library,The Walters Art Museum,,pending,,,
517,library,The Metropolitan Museum of Art,,pending,,,
518,library,University of Missouri,,pending,,,
519,library,University of Kansas,,pending,,,
522,library,Harry Ransom Center,,pending,,,
523,library,Beinecke Rare Book & Manuscript Library,,pending,,,
526,library,The Morgan Library & Museum,,pending,,,
527,library,Indiana University Bloomington,,pending,,,
528,library,Fordham University,,pending,,,
529,library,Burke Library at Union Theological Seminary,,pending,,,
530,library,Rutgers University,,pending,,,
533,library,Conception Abbey and Seminary,,pending,,,
534,library,"California State Library, Sutro Library",,pending,,,
536,library,"University of California, Davis",,pending,,,
538,library,Jewish Theological Seminary of America,,pending,,,
540,library,General Theological Seminary,,pending,,,
542,library,Grolier Club,,pending,,,
544,library,"University of California, Riverside",,pending,,,
545,library,The Nelson-Atkins Museum of Art,,pending,,,
546,library,New York University,,pending,,,
547,library,Providence Public Library,,pending,,,
553,library,University of Vermont,,pending,,,
556,library,City College of New York,,pending,,,
558,library,Greenslade Archives and Special Collections,,pending,,,
560,library,The J. Paul Getty Museum,,pending,,,
561,library,"Special Collections, University of Iowa Libraries",,pending,,,
562,library,Schoenberg Collection,,pending,,,
563,library,"Library of Congress, Lessing J. Rosenwald Collection",,pending,,,
564,library,"Dwight B. Waldo Library, Western Michigan University",,pending,,,
565,library,"Reynolds Historical Library, University of Alabama at Birmingham",,pending,,,
566,library,Saint Louis University,,pending,,,
567,library,Center for the Study of New Testament Manuscripts,,pending,,,
568,library,"University of Chicago, The Goodspeed Manuscript Collection",,pending,,,
569,library,Rauner Library - Dartmouth College Library,,pending,,,
570,library,UCLA Library,,pending,,,
571,library,The Art Institute of Chicago,,pending,,,
572,library,"The Huntington Library, Art Museum, and Botanical Gardens",,pending,,,
573,library,University of Kentucky,,pending,,,
574,library,Biblioteca Apostolica Vaticana,,pending,,,First name-review batch; verify the holding institution and access-point scope.
575,library,National Library of Wales,,pending,,,
576,library,Soprintendenza Archivistica e Bibliografica della Puglia e della Basilicata,,pending,,,
577,library,Biblioteca Ambrosiana di Milano,,pending,,,
578,library,Biblioteca nazionale Marciana,,pending,,,
579,library,Biblioteca Nazionale Centrale di Roma,,pending,,,
580,library,Universidade Brasília,,pending,,,
581,library,University Library in Bratislava,,pending,,,
582,library,Wroclaw University Library,,pending,,,
583,library,Russian State Library,,pending,,,
584,library,"Bryn Mawr College, Special Collections",,pending,,,
585,library,"Franklin & Marshall College Library, Archives & Special Collections",,pending,,,
587,library,"Swarthmore College, Friends Historical Library",,pending,,,
588,library,"Temple University Libraries, Special Collections Research Center",,pending,,,
589,library,Státní okresní archiv Strakonice,,pending,,,
590,library,Uppsala University Library,,pending,,,
591,library,American Academy in Rome,,pending,,,
592,library,Smith College,,pending,,,
593,library,Klosterbibliothek Heilsbronn,,pending,,,
594,library,Le Labo - Cambrai (Médiathèque municipale),,pending,,,
595,library,University of Pennsylvania,,pending,,,
596,library,Bibliothèque et archives du château,,pending,,,
597,library,Biblioteca statale del Monumento nazionale di Montecassino,,pending,,,
598,library,Biblioteca Malatestiana,,pending,,,
599,library,Staatsarchiv Basel-Stadt,,pending,,,
600,library,Stadtbibliothek Burgdorf,,pending,,,
601,library,Musée Jurassien d'Art et d'Histoire,,pending,,,
602,library,Archivio parrocchiale,,pending,,,
603,library,Historisches Museum Thurgau,,pending,,,
604,library,Conservatoire et Jardin botaniques de la Ville de Genève,,pending,,,
605,library,Fondation Barbier-Mueller pour l'étude de la poésie italienne de la Renaissance,,pending,,,
606,library,La Bibliothèque juive « Gérard Nordmann »,,pending,,,
607,library,Archives cantonales jurassiennes,,pending,,,
608,library,Bischöfliches Archiv des Bistums Basel,,pending,,,
609,library,Archivio parrocchiale,,pending,,,
610,library,Stadtarchiv der Ortsbürgergemeinde St. Gallen,,pending,,,
611,library,Archiv der Waldgenossenschaft Steinhausen,,pending,,,
612,library,Kloster Maria der Engel Wattwil,,pending,,,
613,library,Jagiellonian Library,,pending,,,First name-review batch; verify the holding institution and access-point scope.
614,library,Bibliothèque municipale,,pending,,,
615,library,"University Libraries, Rare Book & Manuscript Library",,pending,,,
616,library,Stiftsbibliothek St. Paul im Lavanttal,,pending,,,
617,library,Leopold-Sophien-Bibliothek,,pending,,,
618,library,codices restituti,,pending,,,
619,library,The Newberry Library,,pending,,,
620,library,The Cleveland Museum of Art,,pending,,,
621,library,"Germanisches Nationalmuseum, Kupferstichkabinett, Graphische Sammlung",,pending,,,
622,library,Bibliothèque nationale de France,,pending,,,
623,library,National Library of Russia,,pending,,,
624,library,Württembergische Landesbibliothek,,pending,,,
625,library,"College of Physicians of Philadelphia, The Historical Medical Library",,pending,,,
626,library,"Haverford College, Quaker and Special Collections",,pending,,,
627,library,"La Salle University, Department of Special Collections",,pending,,,
628,library,"Lehigh University Libraries, Special Collections",,pending,,,
629,library,Philadelphia Museum of Art,,pending,,,
630,library,Rosenbach Museum & Library,,pending,,,
631,library,"Science History Institute, Othmer Library",,pending,,,
632,library,The Library Company of Philadelphia,,pending,,,
633,library,University of Delaware Library,,pending,,,
635,library,"University of Pennsylvania Libraries, Lawrence J. Schoenberg Manuscripts",,pending,,,
636,library,"Villanova University Libraries, Special Collections",,pending,,,
637,library,Staats- und Universitätsbibliothek Bremen,,pending,,,
638,library,Niedersächsische Staats- und Universitätsbibliothek Göttingen,,pending,,,
639,library,Dombibliothek,,pending,,,
640,library,Landesbibliothek Oldenburg,,pending,,,
641,library,"Landeskirchliches Archiv, Depositum Predigerseminar Braunschweig",,pending,,,
642,library,Abdij van Park,,pending,,,
643,library,Musea Maaseik,,pending,,,
644,library,Universiteitsarchief Leuven,,pending,,,
645,library,Norbertijnen Abdij van Postel,,pending,,,
646,library,Princeton University,,pending,,,
647,library,University of Chicago,,pending,,,
649,library,Ohio State University,,pending,,,
650,library,Boston Public Library,,pending,,,
652,library,Cornell University,,pending,,,
653,library,Williams College,,pending,,,
654,library,Vassar College,,pending,,,
655,library,University of Rochester,,pending,,,
656,library,Wellesley College,,pending,,,
657,library,Western Michigan University,,pending,,,
658,library,Rochester Institute of Technology,,pending,,,
659,library,Ohio University,,pending,,,
661,library,Buffalo & Erie County Public Library,,pending,,,
662,library,New York Academy of Medicine,,pending,,,
663,library,University of Wisconsin–Madison,,pending,,,
664,library,Pepperdine University,,pending,,,
666,library,The British Library,,pending,,,
667,library,Medieval Mile Museum,,pending,,,
668,library,King's Inns,,pending,,,
669,library,National Library of Scotland,,pending,,,First name-review batch; verify the holding institution and access-point scope.
670,library,Det Kongelige Bibliotek,,pending,,,First name-review batch; verify the holding institution and access-point scope.
671,library,"St John's College, University of Cambridge",,pending,,,
672,library,Waterford Treasures Museums,,pending,,,
673,library,Biblioteca del Sacro Convento (Società internazionale di studi francescani),,pending,,,
674,library,Biblioteca statale di Lucca,,pending,,,
675,library,"Biblioteca statale del Monumento nazionale, Badia di Cava de' Tirreni",,pending,,,
676,library,Biblioteca civica Berio,,pending,,,
677,library,Biblioteca nazionale Braidense,,pending,,,
678,library,Biblioteca Angelica,,pending,,,
679,library,Biblioteca Vallicelliana,,pending,,,
680,library,Biblioteca Universitaria di Pavia,,pending,,,
681,library,Biblioteca statale di Cremona,,pending,,,
682,library,Fondazione Biblioteca pubblica arcivescovile Annibale De Leo,,pending,,,
683,library,Lilienfeld Cistercian Abbey,,pending,,,
684,library,Archive of the Diocese of St. Pölten,,pending,,,
685,library,Austrian State Archives,,pending,,,
686,library,Ivan Vazov National Library,,pending,,,
687,library,Brno City Archives,,pending,,,
688,library,Moravian Gallery in Brno,,pending,,,
689,library,Františkánská knihovna,,pending,,,
690,library,Municipal Museum of Horažďovice,,pending,,,
691,library,Museum of Eastern Bohemia in Hradec Králové,,pending,,,
692,library,Museum of the Jindřichův Hradec Region,,pending,,,
693,library,Latin School Library Exposition – The Town of Jáchymov,,pending,,,
694,library,Czech Museum of Silver,,pending,,,
695,library,State District Archives in Kutná Hora,,pending,,,
696,library,North Bohemian Museum in Liberec,,pending,,,
697,library,Regional Museum in Mikulov,,pending,,,
698,library,Regional Museum and Gallery in Most,,pending,,,
699,library,Premonstratensian Canonry in Nová Říše,,pending,,,
700,library,Olomouc Branch of the Provincial Archives in Opava,,pending,,,
701,library,Regional Museum in Olomouc,,pending,,,
702,library,Education and Research Library of Pilsener Region,,pending,,,
703,library,Museum of West Bohemia in Pilsen,,pending,,,
704,library,Town Museum and Gallery Polička,,pending,,,
705,library,Institute of History of the Czech Academy of Sciences,,pending,,,
706,library,Library of the Czech Academy of Sciences,,pending,,,
707,library,Military History Institute Prague,,pending,,,
708,library,Museum of Czech Literature,,pending,,,
709,library,Museum of Prague,,pending,,,
710,library,National Library of Technology,,pending,,,
711,library,National Medical Library,,pending,,,
712,library,Royal Collegiate Chapter of Ss. Peter and Paul at Vyšehrad,,pending,,,
713,library,Benedictine Abbey of Rajhrad – Museum of the Brno Region (Museum of Literature in Moravia),,pending,,,
714,library,"Klášter premonstrátů Teplá, knihovna",,pending,,,
715,library,Museum of the Bohemian Paradise in Turnov,,pending,,,
716,library,Hussite Museum in Tábor,,pending,,,
717,library,State Regional Archives in Třeboň,,pending,,,
718,library,Vyšší Brod Cistercian Abbey,,pending,,,
719,library,Budapest University of Technology and Economics,,pending,,,
720,library,ELTE University Library and Archives,,pending,,,
721,library,National and University Library of Iceland,,pending,,,
722,library,Vilnius University Library,,pending,,,
723,library,National Library of Romania,,pending,,,
724,library,National Library of Serbia,,pending,,,
725,library,University Library “Svetozar Markovic”,,pending,,,
726,library,Complutense University of Madrid,,pending,,,
727,library,Museum of the Bible,,pending,,,
728,library,Benediktinerstift Admont,,pending,,,
729,library,Benediktinerstift Altenburg,,pending,,,
730,library,Vorarlberg Museum,,pending,,,
731,library,Prämonstratenserstift Geras,,pending,,,
732,library,Benediktinerstift Göttweig,,pending,,,
733,library,Franziskanerkloster Graz,,pending,,,
734,library,Franziskanerkloster Güssing,,pending,,,
735,library,Augustiner-Chorherrenstift Herzogenburg,,pending,,,
736,library,Prämonstratenserstift Wilten,,pending,,,
737,library,Tiroler Landesmuseum Ferdinandeum,,pending,,,
738,library,Universitäts- und Landesbibliothek Tirol (ULBT),,pending,,,
739,library,Servitenkloster Collection (Universitäts- und Landesbibliothek Tirol),,pending,,,
740,library,"Kärntner Landesarchiv, Geschichtsverein für Kärnten",,pending,,,
741,library,Benediktinerstift Kremsmünster,,pending,,,
742,library,Benediktinerstift Lambach,,pending,,,
743,library,Diocesan and University Library (DUB) of the Catholic Private University Linz,,pending,,,
744,library,Oberösterreichische Landes-Kultur GmbH,,pending,,,
745,library,Oberösterreichisches Landesarchiv,,pending,,,
746,library,Benediktinerstift Michaelbeuern,,pending,,,
747,library,Zisterzienserstift Rein,,pending,,,
748,library,"Erzabtei St. Peter, Archiv",,pending,,,
749,library,Zisterzienserstift Schlierbach,,pending,,,
750,library,Benediktinerstift Seitenstetten,,pending,,,
751,library,Augustiner-Chorherrenstift St. Florian,,pending,,,
752,library,Diözesanbibliothek St. Pölten,,pending,,,
753,library,Niederösterreichisches Landesarchiv,,pending,,,
754,library,"Niederösterreichisches Landesarchiv, Ständisches Archiv",,pending,,,
755,library,Zisterzienserstift Stams,,pending,,,
756,library,Ludwig Pullirsch Collection,,pending,,,
757,library,Augustiner-Chorherrenstift Vorau,,pending,,,
758,library,Stadtarchiv Waidhofen an der Thaya,,pending,,,
759,library,Bezirksmuseum Wieden,,pending,,,
760,library,Dominikanerkonvent Wien,,pending,,,
761,library,Erzbischöfliches Diözesanarchiv Wien,,pending,,,
762,library,"Erzbischöfliches Diözesanarchiv Wien, Kirnberger Bibliothek der Wiener Dompropstei",,pending,,,
763,library,"Kunsthistorisches Museum, Hofjagd- und Rüstkammer",,pending,,,
764,library,Schottenstift Library,,pending,,,
765,library,Wiener Stadt- und Landesarchiv,,pending,,,
766,library,University of Vienna Archives,,pending,,,
767,library,Museumsverein Bozen (Depot im Stadtmuseum),,pending,,,
768,library,Diözesanmuseum Brixen,,pending,,,
769,library,Priesterseminar Brixen,,pending,,,
770,library,Augustiner-Chorherrenstift Neustift,,pending,,,
771,library,National and University Library of Slovenia (NUK),,pending,,,
772,library,"Antiquarian Topographic Archive, Swedish National Heritage Board",,pending,,,
773,library,Skokloster Castle Library,,pending,,,
774,library,Strängnäs Cathedral Library,,pending,,,
775,library,Gothenburg University Library,,pending,,,
776,library,Linköping City Library,,pending,,,
777,library,Nationalmuseum,,pending,,,
778,library,National Archives of Sweden,,pending,,,
779,library,National Archives in Vadstena,,pending,,,
780,library,Röhsska Museum,,pending,,,
781,library,Diocesan and Regional Library in Skara,,pending,,,
782,library,Uppsala Cathedral,,pending,,,
783,library,Västerås City Library,,pending,,,
784,library,Uppsala University Archives,,pending,,,
25,library_alternate_names,KU Leuven Libraries,en,verified,https://bib.kuleuven.be/english/home,2026-09-22,Official English name for the same library organisation.
28,library_alternate_names,KU Leuven Libraries,en,verified,https://bib.kuleuven.be/english/home,2026-09-22,Official English name for the same library organisation.
49,access_point_title,Digitised manuscripts and archives,,verified,https://www.bl.uk/collection/digitised-manuscripts-archives,2026-09-22,Page heading supplied by the British Library; distinct from its institution name.
